"citation.ID","n_potential_records","n_variables","variables_represented","sites_represented","n_pot_dup_sites","forestGEO_sites","GROA_study","tropical","prioritized_variable","review_priority_score","ready_to_rerun_and_send","notes"
"Van Miegroet_2007_csas",8,2,"biomass_ag, biomass_root_coarse",1,0,0,0,0,4,12,NA,""
"Villela_1999_lmca",6,2,"ANPP_litterfall_1, ANPP_woody_stem",3,0,0,0,6,0,12,NA,NA
"Wang_2003_cdoa",7,4,"biomass_ag, biomass, biomass_root, ANPP_woody_stem",3,0,0,0,1,4,12,NA,""
"Wang_2013_iolt",12,2,"R_het_litter, biomass",1,0,0,0,0,0,12,NA,""
"Zhu_2015_ascs",6,1,"biomass_ag",1,0,0,0,0,6,12,NA,""
"Ruehr_2010_srfi",11,2,"biomass_root_fine, soil",1,0,0,0,0,0,11,NA,""
"Scott_1992_esoa",4,2,"deadwood, deadwood_standing",1,0,0,0,4,3,11,NA,""
"Weaver_1986_eoit",5,5,"biomass_ag_woody, biomass_ag_foliage, biomass_ag, ANPP_litterfall_1, ANPP_woody_stem",1,0,0,0,5,1,11,NA,""
"Atkinson_2015_lule",3,1,"biomass_ag",3,0,0,3,3,3,10.5,NA,""
"Bu_2014_forb",3,1,"biomass_ag",1,0,0,3,3,3,10.5,NA,""
"Johnson_2001_cans",3,1,"biomass_ag",1,0,0,3,3,3,10.5,NA,""
"Otuoma_2016_doac",3,1,"biomass_ag",1,0,0,3,3,3,10.5,NA,""
"Salinas-Melgoza_2017_cefd",3,1,"biomass_ag",1,0,0,3,3,3,10.5,NA,""
"Aguilos_2013_slso",5,1,"biomass_root",1,0,0,0,0,5,10,NA,""
"Batterman_2013_kros",4,1,"biomass",1,0,0,4,4,0,10,NA,""
"Binkley_2006_ttsr",4,2,"biomass_ag, biomass_root_fine",1,0,0,0,4,2,10,NA,""
"Butler_2012_avis",4,2,"biomass_ag, biomass_root_fine",2,0,0,0,4,2,10,NA,""
"Dang_1994_sotb",4,4,"biomass_ag, biomass_ag_woody, biomass_ag_foliage, biomass_root",1,0,0,0,4,2,10,NA,""
"Finer_2003_canp",8,7,"biomass_ag, deadwood_standing, deadwood_down, litter, soil, biomass_root_coarse, biomass_root_fine",1,0,0,0,0,2,10,NA,""
"Grier_1981_bdaa",5,4,"biomass_ag, biomass_ag_understory, biomass_root, deadwood_down",2,0,0,4,0,3,10,NA,""
"Havas_1999_nbfk",8,8,"BNPP_root, biomass_ag_foliage, biomass_ag_woody, biomass_root_coarse, biomass_root_fine, biomass_ag, biomass, biomass_root",1,0,0,0,0,2,10,NA,""
"Kaye_1998_race",5,1,"soil",1,0,0,0,5,0,10,NA,""
"Kutsch_2001_fmor",9,5,"ANPP_woody, BNPP_root_coarse, BNPP_root_fine, BNPP_root, biomass_ag",1,0,0,0,0,1,10,NA,""
"Kutsch_2001_tcco",9,5,"ANPP_woody, BNPP_root_coarse, BNPP_root_fine, BNPP_root, biomass_ag",1,0,0,0,0,1,10,NA,""
"Lips_1996_flit",5,1,"ANPP_litterfall_1",5,0,0,0,5,0,10,NA,NA
"Liu_1994_soba",5,1,"biomass_ag",5,0,0,0,0,5,10,NA,""
"Mall_1991_sobl",6,3,"biomass, biomass_ag, biomass_root",2,0,0,0,0,4,10,NA,""
"Martius_1997_dowi",5,2,"deadwood_down, woody.mortality_ag",4,0,0,0,5,0,10,NA,""
"Medina_1980_sria",4,2,"biomass_root, biomass_root_coarse",1,0,0,0,4,2,10,NA,""
"Ohmann_1979_eran",30,1,"biomass_ag",3,5,0,0,0,30,10,NA,""
"Tewksbury_2007_socd",9,2,"biomass_ag, soil",1,0,0,0,0,1,10,NA,""
"Vucetich_2000_cpae",5,1,"biomass_ag",5,0,0,0,0,5,10,NA,""
"Yang_2010_tbaa",4,4,"biomass_ag, biomass_root, biomass_ag_woody, biomass_ag_foliage",1,0,0,0,4,2,10,NA,""
"Yoneda_1978_sr",4,4,"R_het_litter, BNPP_root.turnover_fine, biomass_ag, biomass_root",1,0,0,0,4,2,10,NA,""
"Huang_2010_rora",3,3,"biomass_root, biomass_ag_understory, biomass_ag",1,0,0,3,3,2,9.5,NA,""
"Jacobi_2014_cstd",3,3,"biomass_ag, biomass_root, deadwood_down",1,0,0,3,3,2,9.5,NA,""
"Zheng_2008_vocs",3,3,"biomass_ag, biomass_root, biomass_ag_understory",1,0,0,3,3,2,9.5,NA,""
"Du_1987_eaat",3,1,"biomass_ag",3,0,0,0,3,3,9,NA,""
"Fischer_2007_vibc",6,2,"BNPP_root_fine, biomass_ag",1,0,0,0,0,3,9,NA,""
"Frangi_1985_edoa",4,4,"biomass_ag, total.ecosystem_2, ANPP_litterfall_2, ANPP_woody_stem",1,0,0,0,4,1,9,NA,""
"Golley_1975_mcia",3,1,"biomass_ag",1,0,0,0,3,3,9,NA,""
"Kim_2010_fcsc",6,2,"biomass_root, biomass_root_fine",1,0,0,0,0,3,9,NA,""
"Kunstadter_1978_fitf",3,1,"biomass_ag",1,0,0,0,3,3,9,NA,""
"Rout_1989_srir",3,1,"biomass_ag",1,0,0,0,3,3,9,NA,""
"Terakunpisut_2007_cspi",3,1,"biomass_ag",1,0,0,0,3,3,9,NA,""
"Varik_2015_cbif",9,3,"BNPP_root, BNPP_root_fine, biomass_root_coarse",3,0,0,0,0,0,9,NA,""
"Zhang_2011_cisc",9,3,"biomass_root_coarse, biomass_root_fine, soil",1,0,0,0,0,0,9,NA,""
"Bolstad_2005_fapc",8,2,"biomass, biomass_root_fine",1,0,0,0,0,0,8,NA,""
"Chen_2009_sleo",4,2,"biomass_root_coarse, biomass_root_fine",1,0,0,0,4,0,8,NA,""
"Drake_2012_trsh",4,1,"biomass_root_fine",1,0,0,0,4,0,8,NA,""
"Ehman_2002_aiio",8,4,"ANPP_woody, BNPP_root_coarse, BNPP_root_fine, BNPP_root",1,0,0,0,0,0,8,NA,""
"Fisk_2004_eifd",8,2,"biomass_root_coarse, biomass_root_fine",2,0,0,0,0,0,8,NA,""
"Forrester_2013_emof",6,6,"BNPP_root, biomass, biomass_ag, biomass_root, biomass_root_coarse, biomass_root_fine",1,0,0,0,0,2,8,NA,""
"Fujimori_1976_bapp",4,1,"biomass_ag",4,0,0,0,0,4,8,NA,""
"Hertel_2009_coat",4,2,"ANPP_litterfall_1, ANPP_woody_stem",1,0,0,0,4,0,8,NA,NA
"Huang_2014_ecat",4,2,"R_het_litter, biomass_root_fine",1,0,0,0,4,0,8,NA,""
"Inclan_2010_cdfa",4,1,"soil",4,0,0,0,4,0,8,NA,""
"Jana_2010_eosc",4,1,"soil",4,0,0,0,4,0,8,NA,""
"Keith_2009_mmce",6,4,"BNPP_root_fine, BNPP_root_coarse, BNPP_root.turnover_fine, delta.agb",1,0,0,0,0,2,8,NA,""
"Kim_2009_ioft",6,3,"biomass_ag, biomass_root_coarse, soil",1,0,0,0,0,2,8,NA,""
"Leigh_1999_tfea",4,1,"ANPP_litterfall_1",4,0,0,0,4,0,8,NA,NA
"Maier_2000_scea",4,1,"biomass_root_fine",1,0,0,0,4,0,8,NA,""
"Pande_2005_bapi",4,1,"ANPP_woody_stem",1,0,0,0,4,0,8,NA,NA
"Pare_1995_abaa",4,1,"biomass_ag",1,0,0,0,0,4,8,NA,""
"Pulliam_1993_came",4,2,"biomass_root_coarse, biomass_root_fine",2,0,0,0,4,0,8,NA,""
"Raich_1997_ppae",4,1,"ANPP_woody_stem",4,0,0,0,4,0,8,NA,NA
"Ramachandran_2007_cseo",3,3,"biomass_ag, biomass, biomass_root",1,0,0,0,3,2,8,NA,""
"Saner_2009_rsri",4,1,"biomass_root_coarse",1,0,0,0,4,0,8,NA,""
"Sawamoto_2000_sris",4,1,"biomass_ag",4,0,0,0,0,4,8,NA,""
"Silver_2004_csap",4,4,"soil, ANPP_woody_stem, biomass_root_fine, biomass_ag_woody",1,0,0,0,4,0,8,NA,""
"Tu_2010_eosn",4,1,"biomass_root_fine",1,0,0,0,4,0,8,NA,""
"Wu_2013_sotc",6,6,"BNPP_root.turnover_fine, biomass, biomass_ag, biomass_root, biomass_root_coarse, soil",1,0,0,0,0,2,8,NA,""
"Eaton_2009_locs",3,1,"deadwood_down",1,0,0,3,3,0,7.5,NA,""
"Salimon_2000_sfiw",5,1,"biomass_ag",2,1,0,5,5,5,7.5,NA,""
"Frangi_1991_hdta",3,3,"biomass_ag, biomass_ag_woody, biomass_ag_foliage",1,0,0,0,3,1,7,NA,""
"Gahagan_2015_cfsa",7,4,"BNPP_root, BNPP_root_fine, biomass, soil",1,0,0,0,0,0,7,NA,""
"Myster_2017_gevd",2,1,"biomass_ag",1,0,0,2,2,2,7,NA,""
"Rhoades_2000_scda",2,1,"biomass_root",1,0,0,2,2,2,7,NA,""
"Robinson_2015_fies",2,1,"biomass_ag",1,0,0,2,2,2,7,NA,""
"Won_2014_voes",5,5,"BNPP_root, biomass, biomass_ag, biomass_root, soil",1,0,0,0,0,2,7,NA,""
"Zhou_2002_eban",5,3,"biomass, biomass_ag, biomass_root",3,0,0,0,0,2,7,NA,""
"Almagro_2009_tdos",2,1,"biomass_ag",1,0,0,0,2,2,6,NA,""
"Alves_2010_fsal",3,1,"ANPP_woody_stem",3,0,0,0,3,0,6,NA,NA
"Battles_2002_vcsa",3,1,"biomass_ag",1,0,0,0,0,3,6,NA,""
"Bronson_2008_ross",6,1,"biomass_root_fine",1,0,0,0,0,0,6,NA,""
"Chang_1997_bane",3,1,"biomass_ag",1,0,0,0,0,3,6,NA,""
"Chang_2008_sria",2,2,"biomass_ag, biomass_root",1,0,0,0,2,2,6,NA,""
"Cotrufo_2011_dsda",3,1,"BNPP_root.turnover_fine",1,0,0,0,3,0,6,NA,NA
"Cuesta_2012_scpi",2,2,"biomass_ag_understory, biomass_ag",1,0,0,2,2,1,6,NA,""
"Dang_1992_sotb",2,1,"biomass_ag",1,0,0,0,2,2,6,NA,""
"Dezzeo_2006_lani",3,1,"ANPP_litterfall_1",1,0,0,0,3,0,6,NA,NA
"Funakawa_1997_esot",3,1,"soil",3,0,0,0,3,0,6,NA,""
"Gaumont-Guay_2009_scei",6,2,"biomass_root_coarse, biomass_root_fine",1,0,0,0,0,0,6,NA,""
"Grigal_1985_bapo",3,1,"biomass_ag",1,0,0,0,0,3,6,NA,""
"Han_2010_csaf",2,1,"biomass_ag",1,0,0,0,2,2,6,NA,""
"Haynes_1995_bcai",6,3,"BNPP_root_fine, BNPP_root.turnover_fine, biomass_root_fine",1,0,0,0,0,0,6,NA,""
"Keeton_2010_scaa",3,1,"biomass_ag",2,0,0,0,0,3,6,NA,""
"Kim_2008_scsl",4,2,"biomass_ag, soil",1,0,0,0,0,2,6,NA,""
"Koul_2008_plof",2,2,"biomass_ag, biomass_ag_understory",1,0,0,2,2,1,6,NA,""
"Lavigne_2003_srrt",3,1,"biomass_ag",3,0,0,0,0,3,6,NA,""
"Li_1995_sobo",2,2,"biomass_ag, biomass_ag_understory",1,0,0,2,2,1,6,NA,""
"Lin_1996_soeo",2,2,"biomass_ag, biomass_root",1,0,0,0,2,2,6,NA,""
"Luizao_2004_voca",3,1,"ANPP_litterfall_1",3,0,0,0,3,0,6,NA,NA
"Makiranta_2008_fcta",6,1,"R_het_litter",6,0,0,0,0,0,6,NA,NA
"Mayer_2014_scef",6,1,"soil",6,0,0,0,0,0,6,NA,""
"Nouvellon_2012_acil",3,1,"R_het_litter",1,0,0,0,3,0,6,NA,""
"Pietikainen_1999_csom",3,1,"biomass_ag",1,0,0,0,0,3,6,NA,""
"Sakata_2007_sosr",3,3,"R_het_litter, biomass_root_fine, soil",1,0,0,0,3,0,6,NA,""
"Satakhun_2013_scea",3,3,"BNPP_root.turnover_fine, biomass_root_coarse, biomass_root_fine",1,0,0,0,3,0,6,NA,""
"Silverster_1999_tbok",2,1,"biomass_ag",2,0,0,0,2,2,6,NA,""
"Singh_1991_ssdm",3,1,"ANPP_woody_stem",1,0,0,0,3,0,6,NA,NA
"Tufekcioglu_2004_sriy",3,1,"biomass_root_fine",1,0,0,0,3,0,6,NA,""
"Verlinden_2013_scei",4,2,"biomass_root, soil",1,0,0,0,0,2,6,NA,""
"Wang_2001_tiof",3,1,"biomass_ag",3,0,0,0,0,3,6,NA,""
"Wang_2010_scfa",6,1,"BNPP_root",1,0,0,0,0,0,6,NA,NA
"Xiao_2014_rold",3,1,"R_het_litter",1,0,0,0,3,0,6,NA,NA
"Arburak_2013_tcos",5,1,"biomass_root_fine",1,0,0,0,0,0,5,NA,""
"Armolaitis_2007_csan",2,2,"biomass_root, biomass_ag",1,0,0,2,0,2,5,NA,""
"Banfield_2002_virs",3,3,"biomass_ag, biomass, biomass_root",1,0,0,0,0,2,5,NA,""
"Brown_1995_uitb",2,2,"biomass_ag, total.ecosystem_2",1,0,0,0,2,1,5,NA,""
"Davis_2003_csaa",3,2,"biomass_ag, deadwood_down",2,0,0,2,0,1,5,NA,""
"Delaney_1998_tqat",2,2,"deadwood, woody.mortality_ag",1,0,0,0,2,1,5,NA,""
"Kim_2009_eocs",3,2,"biomass_ag, soil",1,0,0,0,0,2,5,NA,""
"Lee_2013_ocda",3,3,"biomass_ag, biomass_root, soil",1,0,0,0,0,2,5,NA,""
"Meyer_2013_afpf",5,5,"R_het_litter, biomass, biomass_root_coarse, biomass_root_fine, soil",1,0,0,0,0,0,5,NA,""
"Miao_2013_teow",2,2,"biomass_ag, biomass_root_fine",1,0,0,0,2,1,5,NA,""
"Ngao_2005_etco",4,4,"R_het_litter, biomass_root, biomass_root_coarse, biomass_root_fine",1,0,0,0,0,1,5,NA,""
"Tupek_2008_ffve",5,1,"biomass",1,0,0,0,0,0,5,NA,""
"Yamakura_1986_tsia",2,2,"biomass_ag, ANPP_woody_stem",1,0,0,0,2,1,5,NA,""
"Bertolin_2015_feac",3,1,"total.ecosystem_2",3,0,0,3,0,0,4.5,NA,""
"Sigurdsson_2005_baco",3,1,"biomass_ag_understory",1,0,0,3,0,0,4.5,NA,""
"Akburak_2015_eoto",4,1,"R_het_litter",1,0,0,0,0,0,4,NA,""
"Andrews_1999_sorr",2,2,"BNPP_root_fine, BNPP_root.turnover_fine",1,0,0,0,2,0,4,NA,NA
"Arneth_1998_evrs",4,4,"BNPP_root_fine, BNPP_root.turnover_fine, biomass_root_coarse, soil",1,0,0,0,0,0,4,NA,""
"Caprez_2012_fsrr",4,2,"BNPP_root_fine, soil",1,0,0,0,0,0,4,NA,""
"Chen_2010_cibc",2,1,"biomass_root_fine",1,0,0,0,2,0,4,NA,""
"Chimner_2004_srro",2,2,"BNPP_root_fine, biomass_root_fine",1,0,0,0,2,0,4,NA,""
"Coleman_2000_cfps",4,2,"biomass_root_coarse, biomass_root_fine",1,0,0,0,0,0,4,NA,""
"Coles_2004_lbca",4,2,"BNPP_root, BNPP_root_fine",1,0,0,0,0,0,4,NA,NA
"Dantas_1989_laln",2,1,"ANPP_litterfall_1",2,0,0,0,2,0,4,NA,NA
"De Santo_1976_smib",2,1,"R_het_litter",1,0,0,0,2,0,4,NA,NA
"Dean_2003_gmoe",2,1,"biomass_ag",2,0,0,0,0,2,4,NA,""
"Desai_2005_cnee",4,4,"ANPP_woody_stem, BNPP_root_coarse, BNPP_root_fine, BNPP_root",1,0,0,0,0,0,4,NA,""
"Dilly_2000_caes",3,3,"BNPP_root_fine, biomass_ag, biomass_root_fine",1,0,0,0,0,1,4,NA,""
"Dilustro_2005_mast",2,1,"BNPP_root_fine",2,0,0,0,2,0,4,NA,NA
"Elberling_2005_scdi",2,2,"biomass_ag, biomass_root",1,0,0,0,0,2,4,NA,""
"Ernfors_2010_eowa",2,1,"biomass_ag",2,0,0,0,0,2,4,NA,""
"Ewel_1987_scei",2,1,"soil",2,0,0,0,2,0,4,NA,""
"Garbarino_2009_ieop",2,1,"biomass_ag",2,0,0,0,0,2,4,NA,""
"Gleason_2010_ssad",2,1,"ANPP_woody_stem",1,0,0,0,2,0,4,NA,NA
"Guner_2010_luta",2,1,"biomass_root_fine",1,0,0,0,2,0,4,NA,""
"Hofhansl_2011_tsaa",2,1,"ANPP_woody_stem",1,0,0,0,2,0,4,NA,NA
"Hui_2007_srud",2,1,"R_het_litter",1,0,0,0,2,0,4,NA,NA
"Jiang_2005_srrf",3,3,"biomass_root, biomass_root_coarse, biomass_root_fine",1,0,0,0,0,1,4,NA,""
"Karjalainen_1996_tcsp",2,1,"biomass_ag",2,0,0,0,0,2,4,NA,""
"Keith_2009_rofb",7,1,"biomass_ag",7,1,0,0,0,7,4,NA,""
"Kowalski_2003_tacb",2,1,"biomass_ag",1,0,0,0,0,2,4,NA,""
"Martius_2004_lfls",2,1,"ANPP_litterfall_1",2,0,0,0,2,0,4,NA,NA
"Matsushita_2015_eomt",2,1,"biomass_ag",1,0,0,0,0,2,4,NA,""
"Nikiema_2012_igge",2,1,"biomass_root",1,0,0,0,0,2,4,NA,""
"Ohashi_2000_corr",2,1,"biomass_root_fine",1,0,0,0,2,0,4,NA,""
"Raich_1983_eofc",2,1,"biomass_root_fine",1,0,0,0,2,0,4,NA,""
"Richards_1981_ffd",2,2,"R_het_litter, BNPP_root.turnover_fine",1,0,0,0,2,0,4,NA,""
"Schlegel_2008_eoft",2,1,"biomass_ag",1,0,0,0,0,2,4,NA,""
"Shi_2009_asce",2,1,"biomass_root_fine",1,0,0,0,2,0,4,NA,""
"Tian_2010_srdi",2,1,"biomass_root_fine",1,0,0,0,2,0,4,NA,""
"Tufekcioglu_2009_sria",2,1,"biomass_root_fine",1,0,0,0,2,0,4,NA,""
"Tufekcioglu_2010_srar",2,1,"biomass_root_fine",1,0,0,0,2,0,4,NA,""
"van Straaten_2010_sate",2,1,"R_het_litter",1,0,0,0,2,0,4,NA,NA
"Vande Walle_2007_tvah",3,3,"biomass_root, biomass_root_coarse, biomass_root_fine",1,0,0,0,0,1,4,NA,""
"Vargas_2010_maot",2,1,"biomass_root_fine",1,0,0,0,2,0,4,NA,""
"Veillon_1985_ecda",2,1,"ANPP_woody_stem",2,0,0,0,2,0,4,NA,NA
"Veneklaas_1991_lanf",2,1,"ANPP_litterfall_1",2,0,0,0,2,0,4,NA,NA
"Wan_2004_ceaw",4,1,"biomass_root_fine",1,0,0,0,0,0,4,NA,""
"Yamulki_2013_scca",4,1,"soil",1,0,0,0,0,0,4,NA,""
"Zhu_2005_dops",2,1,"biomass_ag",1,0,0,0,0,2,4,NA,""
"Giday_2013_wbff",1,1,"biomass_ag",1,0,0,1,1,1,3.5,NA,""
"Juo_1996_spac",1,1,"biomass_ag",1,0,0,1,1,1,3.5,NA,""
"Epron_1999_scei",3,3,"BNPP_root_fine, BNPP_root.turnover_fine, biomass_root_fine",1,0,0,0,0,0,3,NA,""
"Feng_1999_fbap",1,1,"biomass_ag",1,0,0,0,1,1,3,NA,""
"Forrester_2006_caia",3,1,"BNPP_root_coarse",1,0,0,0,0,0,3,NA,NA
"Hasselquist_2012_ceol",3,1,"biomass_root_fine",1,0,0,0,0,0,3,NA,""
"Hegarty_1991_llpb",1,1,"biomass_ag",1,0,0,0,1,1,3,NA,""
"Hozumi_1969_peot",1,1,"biomass_ag",1,0,0,0,1,1,3,NA,""
"Hughes_2002_dota",1,1,"biomass_ag",1,0,0,0,1,1,3,NA,""
"Jiang_1997_coac",2,2,"biomass_ag, biomass_root_coarse",1,0,0,0,0,1,3,NA,""
"Kim_2006_csla",2,2,"biomass_ag, soil",1,0,0,0,0,1,3,NA,""
"Li_2007_tcso",1,1,"biomass_ag",1,0,0,0,1,1,3,NA,""
"Littlefield_2013_fccd",3,1,"biomass_root_fine",2,0,0,0,0,0,3,NA,""
"Mackowski_1987_what",1,1,"biomass_ag",1,0,0,0,1,1,3,NA,""
"Malhi_1998_cdto",1,1,"biomass_ag",1,0,0,0,1,1,3,NA,""
"Martius_1998_wlsi",1,1,"deadwood",1,0,0,0,1,1,3,NA,""
"Nakane_1996_rrrb",1,1,"biomass_ag",1,0,0,0,1,1,3,NA,""
"Ogawa_1965_ceso",1,1,"biomass_ag",1,0,0,0,1,1,3,NA,""
"Overman_1994_eorm",1,1,"biomass_ag",1,0,0,0,1,1,3,NA,""
"Pendall_2010_luas",1,1,"biomass_ag",1,0,0,0,1,1,3,NA,""
"Pinard_1996_rfbb",1,1,"biomass_ag",1,0,0,0,1,1,3,NA,""
"Pumpanen_2004_scef",2,2,"biomass_ag, R_het_litter",1,0,0,0,0,1,3,NA,""
"Russell_1998_cdef",3,3,"BNPP_root, BNPP_root_fine, BNPP_root.turnover_fine",1,0,0,0,0,0,3,NA,NA
"Tu_2011_ssnd",1,1,"biomass_ag",1,0,0,0,1,1,3,NA,""
"Turner_1992_ncif",1,1,"biomass_ag",1,0,0,0,1,1,3,NA,""
"Wang_2013_srao",3,1,"soil",1,0,0,0,0,0,3,NA,""
"Yamakura_1986_abot",1,1,"biomass_ag",1,0,0,0,1,1,3,NA,""
"Yan_2011_tasv",3,1,"biomass_root_fine",1,0,0,0,0,0,3,NA,""
"Yan_2015_aahr",3,1,"biomass_root_fine",1,0,0,0,0,0,3,NA,""
"Zhang_2008_doab",1,1,"biomass_ag",1,0,0,0,1,1,3,NA,""
"Zhang_2014_iosm",3,1,"R_het_litter",1,0,0,0,0,0,3,NA,NA
"Arneth_1998_nepn",2,2,"BNPP_root_fine, BNPP_root.turnover_fine",1,0,0,0,0,0,2,NA,""
"Arneth_1999_aoac",1,1,"biomass_ag",1,0,0,0,0,1,2,NA,""
"Ataka_2014_isce",1,1,"R_het_litter",1,0,0,0,1,0,2,NA,NA
"Aubrey_2012_iorc",1,1,"biomass_root_fine",1,0,0,0,1,0,2,NA,""
"Barlow_2007_lfad",1,1,"ANPP_woody_stem",1,0,0,0,1,0,2,NA,NA
"Beets_1980_aado",1,1,"biomass_ag",1,0,0,0,0,1,2,NA,""
"Bhupinderpal-Singh_2003_tras",1,1,"biomass_root",1,0,0,0,0,1,2,NA,""
"Brown_1983_rhao",1,1,"ANPP_woody_stem",1,0,0,0,1,0,2,NA,NA
"Chae_2011_avos",1,1,"biomass_ag",1,0,0,0,0,1,2,NA,""
"Chen_2003_cboa",10,10,"biomass_ag, total.ecosystem_2, biomass_ag_foliage, deadwood_standing, biomass_root_fine, biomass_root_coarse, biomass_root, soil, BNPP_root, BNPP_root_fine",2,2,0,0,10,2,2,NA,""
"Crow_1978_bapi",1,1,"biomass_ag",1,0,0,0,0,1,2,NA,""
"Diaz-Pines_2010_rtau",2,1,"soil",1,0,0,0,0,0,2,NA,""
"Euskirchen_2006_cfia",1,1,"biomass_ag",1,0,0,0,0,1,2,NA,""
"Flower-Ellis_1980_iosp",1,1,"biomass_ag",1,0,0,0,0,1,2,NA,""
"Gaumont-Guay_2006_iota",2,1,"biomass_root_fine",1,0,0,0,0,0,2,NA,""
"Gaumont-Guay_2008_bcor",1,1,"biomass_root",1,0,0,0,0,1,2,NA,""
"Grimm_1981_cbeu",1,1,"ANPP_woody_stem",1,0,0,0,1,0,2,NA,NA
"Hanpattanakit_2015_mtva",1,1,"biomass_root_fine",1,0,0,0,1,0,2,NA,""
"Harmon_1991_cwdd",1,1,"biomass_ag",1,0,0,0,0,1,2,NA,""
"Hart_2003_bama",1,1,"biomass_ag",1,0,0,0,0,1,2,NA,""
"Havas_1973_ifif",1,1,"biomass_ag",1,0,0,0,0,1,2,NA,""
"Hoosbeek_2011_face",2,1,"biomass_ag_woody",1,0,0,0,0,0,2,NA,""
"Keyes_1981_aabn",1,1,"biomass_ag",1,0,0,0,0,1,2,NA,""
"Kira_2013_ntfk",1,1,"BNPP_root_coarse",1,0,0,0,1,0,2,NA,NA
"Kominami_2012_hrcs",1,1,"biomass",1,0,0,0,1,0,2,NA,""
"Kowalski_2004_pcoc",1,1,"biomass_ag",1,0,0,0,0,1,2,NA,""
"Leighty_2006_eomo",1,1,"biomass_ag",1,0,0,0,0,1,2,NA,""
"Lytle_1998_csce",2,1,"biomass_root_fine",2,0,0,0,0,0,2,NA,""
"Lyuri_2013_cisr",2,1,"soil",1,0,0,0,0,0,2,NA,""
"Major_2010_fosb",1,1,"biomass_ag",1,0,0,0,0,1,2,NA,""
"Mattson_1993_doas",2,1,"biomass_root_fine",1,0,0,0,0,0,2,NA,""
"McDowell_2001_bcao",2,1,"BNPP_root_fine",1,0,0,0,0,0,2,NA,NA
"Means_1992_banc",1,1,"biomass_ag",1,0,0,0,0,1,2,NA,""
"Mirmanto_1999_eona",1,1,"ANPP_woody_stem",1,0,0,0,1,0,2,NA,NA
"Miyamoto_2006_fsap",1,1,"ANPP_woody_stem",1,0,0,0,1,0,2,NA,NA
"Mosquera_2007_cdlc",1,1,"ANPP_woody_stem",1,0,0,0,1,0,2,NA,NA
"Muller_1982_vpit",1,1,"biomass_ag",1,0,0,0,0,1,2,NA,""
"Nagy_2006_fane",2,2,"R_het_litter, biomass",1,0,0,0,0,0,2,NA,""
"Ngao_2007_eoaa",2,1,"biomass_root_coarse",2,0,0,0,0,0,2,NA,""
"O'Connell_1987_ldsr",1,1,"soil",1,0,0,0,1,0,2,NA,""
"Oechel_1986_trob",1,1,"biomass_ag",1,0,0,0,0,1,2,NA,""
"Olson_2001_nm",1,1,"BNPP_root",1,0,0,0,1,0,2,NA,NA
"Panzacchi_2012_bcaa",2,1,"BNPP_root",1,0,0,0,0,0,2,NA,""
"Reinke_1981_eola",1,1,"R_het_litter",1,0,0,0,1,0,2,NA,NA
"Romero_2007_fcac",1,1,"biomass_ag",1,0,0,0,0,1,2,NA,""
"Ryan_1991_asmf",2,1,"biomass_ag_woody",2,0,0,0,0,0,2,NA,""
"Schmelz_1965_ssoo",1,1,"biomass_ag",1,0,0,0,0,1,2,NA,"duplicates"
"Sha_2005_srit",1,1,"R_het_litter",1,0,0,0,1,0,2,NA,NA
"Silberstein_2001_eboa",1,1,"biomass",1,0,0,0,1,0,2,NA,""
"Tang_2015_srac",1,1,"R_het_litter",1,0,0,0,1,0,2,NA,""
"Tate_1993_csat",2,2,"BNPP_root_fine, BNPP_root.turnover_fine",1,0,0,0,0,0,2,NA,""
"Tian_2012_cosr",1,1,"R_het_litter",1,0,0,0,1,0,2,NA,NA
"Tulaphitak_1983_sfat",1,1,"R_het_litter",1,0,0,0,1,0,2,NA,NA
"Tulaphitak_1985_cisf",1,1,"R_het_litter",1,0,0,0,1,0,2,NA,NA
"Turner_1986_eofh",1,1,"biomass_ag",1,0,0,0,0,1,2,NA,""
"Vitousek_1995_fndl",1,1,"ANPP_woody_stem",1,0,0,0,1,0,2,NA,NA
"Wang_1999_tiol",1,1,"R_het_litter",1,0,0,0,1,0,2,NA,NA
"Wang_2011_dscf",1,1,"R_het_litter",1,0,0,0,1,0,2,NA,NA
"Wang_2013_ecst",2,1,"BNPP_root",1,0,0,0,0,0,2,NA,NA
"Wang_2015_lpat",1,1,"R_het_litter",1,0,0,0,1,0,2,NA,NA
"Weaver_1971_caso",1,1,"biomass_ag",1,0,0,0,0,1,2,NA,""
"Weaver_2006_etef",1,1,"ANPP_woody_stem",1,0,0,0,1,0,2,NA,NA
"Widen_2001_scea",2,1,"biomass_root_fine",2,0,0,0,0,0,2,NA,""
"Woldendorp_2000_ecim",1,1,"biomass_ag",1,0,0,0,0,1,2,NA,""
"Yoneda_1990_doab",1,1,"ANPP_woody_stem",1,0,0,0,1,0,2,NA,NA
"Atrashi-Andoh_2012_spac",1,1,"R_het_litter",1,0,0,0,0,0,1,NA,NA
"Comstedt_2011_aahs",1,1,"biomass_root_fine",1,0,0,0,0,0,1,NA,""
"Fan_2015_eoma",1,1,"biomass_root_fine",1,0,0,0,0,0,1,NA,""
"Frey_2006_eogo",1,1,"biomass_root_fine",1,0,0,0,0,0,1,NA,""
"Gaumont-Guay_2006_itdo",1,1,"biomass_root_fine",1,0,0,0,0,0,1,NA,""
