"citation.ID","n_potential_records","n_variables","variables_represented","sites_represented","n_pot_dup_sites","forestGEO_sites","GROA_study","tropical","prioritized_variable","review_priority_score","ready_to_rerun_and_send","notes"
"Granier_2000_tcbo",1,1,"biomass",1,0,0,0,0,0,1,NA,""
"Hermle_2010_crer",1,1,"biomass",1,0,0,0,0,0,1,NA,""
"Hollinger_2004_satv",1,1,"biomass_ag_foliage",1,0,0,0,0,0,1,NA,""
"Makiranta_2012_tiol",1,1,"biomass",1,0,0,0,0,0,1,NA,""
"Olson_2001_nmgp",1,1,"BNPP_root",1,0,0,0,0,0,1,NA,NA
"Rencz_2013_nbfs",1,1,"biomass_ag_woody",1,0,0,0,0,0,1,NA,""
"Schindlbacher_2009_cldt",1,1,"biomass_root_fine",1,0,0,0,0,0,1,NA,""
"Tufekcioglu_1998_frdc",1,1,"biomass_root_fine",1,0,0,0,0,0,1,NA,""
"Wang_2013_sosc",1,1,"biomass",1,0,0,0,0,0,1,NA,""
"Zeng_2014_srri",1,1,"biomass_root_fine",1,0,0,0,0,0,1,NA,""
"Correia_2012_swas",3,1,"biomass_ag",3,1,0,0,3,3,-1,NA,""
"Vieira_2005_sgro",3,1,"biomass_ag",3,1,0,0,3,3,-1,NA,""
"Herbert_1999_fpae",4,1,"ANPP_woody_stem",4,1,0,0,4,0,-2,NA,NA
"Pyle_2008_docb",3,1,"ANPP_woody_stem",3,1,0,0,3,0,-4,NA,NA
"Ross_2012_ecrl",14,2,"deadwood_down, biomass",7,4,0,14,14,0,-5,NA,""
"Esser_1997_weab",12,1,"BNPP_root",12,2,0,0,2,0,-6,NA,NA
"Vasconcelos_2008_eosl",1,1,"biomass_ag",1,1,0,1,1,1,-6.5,NA,""
"Chambers_2001_tdar",1,1,"biomass_ag",1,1,0,0,1,1,-7,NA,""
"Katayama_2009_eofs",1,1,"biomass_ag",1,1,0,0,1,1,-7,NA,""
"Loescher_2003_econ",1,1,"biomass_ag",1,1,0,0,1,1,-7,NA,""
"Nakane_1975_doso",1,1,"biomass_ag",1,1,0,0,1,1,-7,NA,""
"Nygard_2004_wyis",12,2,"biomass_ag_woody, biomass_ag",7,4,0,6,12,6,-7,NA,""
"Rey_2002_avis",1,1,"biomass_ag",1,1,0,0,1,1,-7,NA,""
"Adamek_2009_eeoe",1,1,"ANPP_woody_stem",1,1,0,0,1,0,-8,NA,NA
"Arthur_1992_bani",1,1,"biomass_ag",1,1,0,0,0,1,-8,NA,""
"Busing_1993_bapo",1,1,"biomass_ag",1,1,0,0,0,1,-8,NA,""
"Busing_1998_csad",1,1,"biomass_ag",1,1,0,0,0,1,-8,NA,""
"Kim_2007_aowf",1,1,"biomass_ag",1,1,0,0,0,1,-8,NA,""
"Kirita_1971_sosr",1,1,"R_het_litter",1,1,0,0,1,0,-8,NA,NA
"Liang_2004_isco",1,1,"biomass_root",1,1,0,0,0,1,-8,NA,""
"Ma_2008_oamo",1,1,"BNPP_root_fine",1,1,0,0,1,0,-8,NA,""
"Ogawa_1978_lpac",1,1,"R_het_litter",1,1,0,0,1,0,-8,NA,NA
"Silva_2007_pdsn",1,1,"ANPP_litterfall_1",1,1,0,0,1,0,-8,NA,NA
"Valentini_2008_sraa",1,1,"R_het_litter",1,1,0,0,1,0,-8,NA,""
"Van Pelt_2004_qavc",1,1,"biomass_ag",1,1,0,0,0,1,-8,NA,""
"Vasconcelos_2004_lpal",1,1,"ANPP_litterfall_1",1,1,0,0,1,0,-8,NA,NA
"Wang_2012_rppd",1,1,"R_het_litter",1,1,0,0,1,0,-8,NA,NA
"Wang_2013_dmas",1,1,"R_het_litter",1,1,0,0,1,0,-8,NA,NA
"Wei_2015_avih",4,1,"biomass_root",2,2,0,0,4,4,-8,NA,""
"Zhanghe_1992_soba",1,1,"ANPP_woody_stem",1,1,0,0,1,0,-8,NA,NA
"Chen_2009_scoi",1,1,"soil",1,1,0,0,0,0,-9,NA,""
"Edwards_1975_eota",1,1,"R_het_litter",1,1,0,0,0,0,-9,NA,NA
"Hamilton_2002_fcbu",13,6,"BNPP_root_fine, biomass_ag, biomass, biomass_root, biomass_root_coarse, biomass_root_fine",2,4,0,0,13,5,-9,NA,""
"Lee_2003_scit",1,1,"biomass_root_fine",1,1,0,0,0,0,-9,NA,""
"Liang_2010_sceo",1,1,"R_het_litter",1,1,0,0,0,0,-9,NA,NA
"Ohtsuka_2013_ccas",1,1,"BNPP_root_fine",1,1,0,0,0,0,-9,NA,""
"Ostertag_2001_eona",9,3,"ANPP_woody_stem, BNPP_root_fine, biomass_root_fine",3,3,0,0,9,0,-12,NA,""
"Schulze_1999_pofi",4,1,"biomass_ag",4,2,0,0,0,4,-12,NA,""
"Chave_2001_eobi",3,2,"biomass_ag, ANPP_woody_stem",3,2,0,0,3,1,-13,NA,""
"Omeja_2011_fcaa",2,1,"biomass_ag",1,2,0,2,2,2,-13,NA,""
"Gower_2001_nppa",114,7,"ANPP_woody, BNPP_root, biomass_ag, biomass, biomass_root, BNPP_root_coarse, BNPP_root_fine",21,16,0,0,0,32,-14,NA,""
"Klinge_1983_pson",2,2,"biomass_ag, biomass_root",1,2,0,0,2,2,-14,NA,""
"Malhi_2009_caoc",3,1,"BNPP_root",3,2,0,0,3,0,-14,NA,""
"Nakane_1980_csoc",2,1,"biomass_ag",2,2,0,0,2,2,-14,NA,""
"Naughton-Treves_2002_fraf",2,1,"biomass_ag",1,2,0,0,2,2,-14,NA,""
"Olson_2013_nmna",13,1,"BNPP_root",13,4,0,0,13,0,-14,NA,NA
"Palmroth_2005_crtd",2,1,"biomass_ag",1,2,0,0,2,2,-14,NA,""
"Tan_2011_aosa",3,2,"biomass, ANPP_woody_stem",3,2,0,0,3,0,-14,NA,""
"Trumbore_1995_bcoc",3,3,"ANPP_woody_stem, BNPP_root_fine, BNPP_root.turnover_fine",2,2,0,0,3,0,-14,NA,NA
"Edwards_1977_somc",2,2,"biomass_ag, ANPP_woody_stem",2,2,0,0,2,1,-15,NA,""
"Hughes_2000_eiod",2,2,"biomass_ag, total.ecosystem_2",1,2,0,0,2,1,-15,NA,""
"Ito_2002_asmo",8,4,"biomass_ag_foliage, biomass_ag_woody, biomass_root, biomass_ag",4,3,0,0,5,2,-15,NA,""
"Peng_1994_bpae",2,2,"biomass, biomass_ag",1,2,0,0,2,1,-15,NA,""
"Tan_2013_sria",2,2,"R_het_litter, biomass_ag",1,2,0,0,2,1,-15,NA,""
"Allen_2000_eofc",2,1,"BNPP_root_fine",1,2,0,0,2,0,-16,NA,NA
"Bernhard-Reversat_1978_safo",2,1,"ANPP_woody_stem",2,2,0,0,2,0,-16,NA,NA
"Burke_1997_eofo",2,1,"biomass_ag",2,2,0,0,0,2,-16,NA,""
"Cuevas_1986_ndwa",2,2,"ANPP_litterfall_1, ANPP_woody_stem",1,2,0,0,2,0,-16,NA,NA
"Edwards_2013_ntfm",2,2,"ANPP_litterfall_1, ANPP_litterfall_2",1,2,0,0,2,0,-16,NA,NA
"Jassal_2005_rbsc",2,2,"biomass_ag, biomass_root",1,2,0,0,0,2,-16,NA,""
"Kalyn_2006_cofr",4,1,"BNPP_root_fine",4,2,0,0,0,0,-16,NA,NA
"Li_2005_csoc",2,1,"soil",1,2,0,0,2,0,-16,NA,""
"Luan_2013_fasv",2,1,"biomass_root_fine",1,2,0,0,2,0,-16,NA,""
"Sotta_2006_lacc",2,1,"R_het_litter",1,2,0,0,2,0,-16,NA,NA
"Wang_2007_srin",2,1,"biomass_root",1,2,0,0,0,2,-16,NA,""
"Wang_2012_dcos",2,1,"biomass_root_fine",1,2,0,0,2,0,-16,NA,""
"Yashiro_2010_beon",2,1,"BNPP_root",1,2,0,0,2,0,-16,NA,""
"Zhou_2013_tasa",2,1,"R_het_litter",1,2,0,0,2,0,-16,NA,NA
"Zimmerman_2009_lctd",2,2,"R_het_litter, soil",1,2,0,0,2,0,-16,NA,""
"Edwards_1989_cdap",2,2,"R_het_litter, biomass_ag",1,2,0,0,0,1,-17,NA,""
"Hahn_2006_catf",3,1,"BNPP_root.turnover_fine",3,2,0,0,0,0,-17,NA,NA
"Bowden_1993_coal",2,2,"R_het_litter, biomass_root_fine",1,2,0,0,0,0,-18,NA,""
"Bronson_2007_ross",2,1,"biomass_root_fine",1,2,0,0,0,0,-18,NA,""
"Gaudinski_2000_scci",2,2,"BNPP_root_fine, BNPP_root.turnover_fine",1,2,0,0,0,0,-18,NA,""
"King_2001_fbaf",2,1,"biomass_root_fine",1,2,0,0,0,0,-18,NA,""
"de Camargo_1999_scdi",3,1,"biomass_ag",1,3,0,3,3,3,-19.5,NA,""
"Jaramillo_2003_rbac",3,1,"biomass_root",1,3,0,3,3,3,-19.5,NA,""
"Silva_2016_faso",3,1,"biomass_ag",1,3,0,3,3,3,-19.5,NA,""
"Vargas_2009_eovt",3,1,"biomass_ag",1,3,0,3,3,3,-19.5,NA,""
"Finzi_2014_nppa",5,1,"biomass_ag",4,3,0,0,0,5,-20,NA,""
"LUGO_1992_cott",3,3,"biomass_root, biomass_ag_understory, biomass_ag",1,3,0,3,3,2,-20.5,NA,""
"Naughton-Treves_2001_fraf",3,2,"biomass_ag, biomass_ag_understory",1,3,0,3,3,2,-20.5,NA,""
"Clark_2000_lvif",3,1,"biomass_ag",3,3,0,0,3,3,-21,NA,""
"Keller_2001_beit",3,2,"biomass_ag, biomass_root",1,3,0,0,3,3,-21,NA,""
"Yanai_2006_tvah",9,3,"biomass_root_coarse, biomass_root_fine, biomass_root",6,4,0,6,0,7,-21,NA,""
"Zhou_2012_scca",3,1,"biomass_root",1,3,0,0,3,3,-21,NA,""
"Nakane_1983_eorr",3,2,"biomass_ag, biomass_root_coarse",1,3,0,0,3,2,-22,NA,""
"Werner_2006_ncac",3,3,"biomass, biomass_ag, biomass_root",1,3,0,0,3,2,-22,NA,""
"Zimmermann_2010_tvac",4,1,"soil",4,3,0,0,4,0,-22,NA,""
"Nakane_1995_scci",3,3,"R_het_litter, biomass_ag, biomass_root_coarse",1,3,0,0,3,1,-23,NA,""
"Wei_2014_tnap",3,3,"biomass_root, biomass_ag, biomass_ag_understory",1,3,0,3,0,2,-23.5,NA,""
"Chambers_2004_rfat",3,2,"ANPP_woody, BNPP_root",2,3,0,0,3,0,-24,NA,""
"DeLucia_1999_nppo",3,3,"ANPP_woody, BNPP_root_fine, BNPP_root",1,3,0,0,3,0,-24,NA,NA
"Metcalfe_2007_fcsv",3,1,"R_het_litter",1,3,0,0,3,0,-24,NA,NA
"Priess_2001_mpas",3,1,"biomass_root_coarse",3,3,0,0,3,0,-24,NA,""
"Tan_2010_cboa",3,3,"R_het_litter, BNPP_root.turnover_fine, biomass",1,3,0,0,3,0,-24,NA,""
"Wang_2007_sria",3,2,"biomass_ag, biomass_root",1,3,0,0,0,3,-24,NA,""
"Wang_2009_coal",3,1,"R_het_litter",1,3,0,0,3,0,-24,NA,NA
"Wang_2010_cosr",3,1,"biomass_root",1,3,0,0,0,3,-24,NA,""
"Yan_2009_sraw",3,1,"R_het_litter",1,3,0,0,3,0,-24,NA,""
"Yi_2007_psro",3,1,"biomass_root_fine",1,3,0,0,3,0,-24,NA,""
"Bergeron_2007_cocd",3,3,"biomass_ag, biomass, biomass_root",1,3,0,0,0,2,-25,NA,""
"Edwards_1983_scdi",3,2,"soil, biomass_ag",1,3,0,0,0,1,-26,NA,""
"Law_1999_saar",3,3,"biomass_ag_foliage, biomass_ag_woody, biomass_ag",1,3,0,0,0,1,-26,NA,""
"Fenn_2015_tcco",3,3,"R_het_litter, BNPP_root, BNPP_root_fine",1,3,0,0,0,0,-27,NA,""
"Gough_2007_mcob",3,3,"BNPP_root, BNPP_root_fine, BNPP_root.turnover_fine",1,3,0,0,0,0,-27,NA,""
"Tanner_1980_sotb",6,3,"biomass_ag, total.ecosystem_2, ANPP_woody_stem",5,4,0,0,6,1,-27,NA,""
"Humphreys_2006_cdfi",6,1,"biomass_ag",6,4,0,0,0,6,-28,NA,""
"Trumbore_2006_dofr",6,1,"biomass_root_fine",2,4,0,0,6,0,-28,NA,""
"Wei_2013_recs",4,4,"biomass_root, biomass_ag, biomass_ag_understory, deadwood_down",1,4,0,4,4,2,-28,NA,""
"Yashiro_2012_teod",4,1,"biomass_ag",1,4,0,0,4,4,-28,NA,""
"Liu_1998_banp",4,4,"biomass_ag, biomass_ag_woody, biomass_ag_foliage, biomass_root",1,4,0,0,4,2,-30,NA,""
"Scatena_1996_tffy",4,2,"biomass_ag, ANPP_litterfall_1",1,4,0,0,4,2,-30,NA,""
"Tang_2009_scfa",4,1,"biomass_root",4,4,0,4,0,4,-30,NA,""
"Giardina_2004_bcci",4,2,"R_het_litter, BNPP_root",1,4,0,0,4,0,-32,NA,NA
"Huaraca Huasco_2014_spaa",4,2,"BNPP_root, BNPP_root_fine",2,4,0,0,4,0,-32,NA,""
"Li_2004_eora",4,2,"biomass_root_coarse, biomass_root_fine",1,4,0,0,4,0,-32,NA,""
"Marks_1972_rffc",4,1,"biomass_ag",1,4,0,0,0,4,-32,NA,""
"Nebel_2001_safc",4,1,"ANPP_woody_stem",3,4,0,0,4,0,-32,NA,NA
"Sullivan_2008_trsc",4,1,"biomass_root_fine",1,4,0,0,4,0,-32,NA,""
"Vasconcelos_2004_masa",4,1,"R_het_litter",1,4,0,0,4,0,-32,NA,NA
"Bae_2015_snaa",6,1,"biomass_root_fine",3,4,0,0,0,0,-34,NA,""
"Wang_2004_ccfa",4,4,"biomass_ag_woody, biomass_ag, biomass, biomass_root",1,4,0,0,0,2,-34,NA,""
"Buchmann_2000_baaf",4,4,"R_het_litter, BNPP_root, BNPP_root_fine, BNPP_root.turnover_fine",1,4,0,0,0,0,-36,NA,NA
"Keith_1997_aoci",4,2,"ANPP_woody_stem, BNPP_root_coarse",1,4,0,0,0,0,-36,NA,NA
"Law_2000_moga",4,2,"ANPP_woody, BNPP_root",1,4,0,0,0,0,-36,NA,""
"Pregitzer_2008_srrb",4,1,"biomass_root_fine",1,4,0,0,0,0,-36,NA,""
"Shibata_2005_ccab",4,4,"ANPP_woody_stem, BNPP_root_coarse, NPP_woody, woody.mortality_ag",1,4,0,0,0,0,-36,NA,""
"Weaver_1990_fsap",6,4,"ANPP_woody_stem, biomass_ag_foliage, biomass_ag_woody, biomass_ag",2,5,0,0,6,2,-36,NA,""
"Chao_2008_wdas",5,2,"deadwood, woody.mortality_ag",1,5,0,0,5,3,-37,NA,""
"Cuevas_1991_aabo",5,4,"biomass_ag, biomass_root_fine, ANPP_woody_stem, BNPP_root_fine",2,5,0,1,5,2,-37.5,NA,""
"Liu_2001_soba",5,5,"biomass, biomass_ag, biomass_ag_woody, biomass_ag_foliage, biomass_root",1,5,0,0,5,2,-38,NA,""
"Palace_2007_niua",14,4,"deadwood_standing, deadwood_down, deadwood, woody.mortality_ag",2,7,0,0,14,4,-38,NA,""
"Sierra_2007_satv",5,4,"BNPP_root_fine, biomass_ag, biomass, biomass_root",1,5,0,0,5,2,-38,NA,""
"Yi_2000_baeo",5,5,"biomass, biomass_ag, biomass_ag_woody, biomass_ag_foliage, biomass_root",1,5,0,0,5,2,-38,NA,""
"Chazdon_2005_eoca",6,1,"biomass_ag",1,6,0,6,6,6,-39,NA,""
"Bormann_1979_papi",5,1,"biomass_ag",1,5,0,0,0,5,-40,NA,""
"Martinez-Yrizar_1992_apoa",5,1,"ANPP_woody_stem",5,5,0,0,5,0,-40,NA,NA
"Moser_2007_acil",5,1,"ANPP_woody_stem",5,5,0,0,5,0,-40,NA,NA
"Zhou_2013_psru",5,1,"biomass_root",1,5,0,0,0,5,-40,NA,""
"Fang_2010_eome",12,3,"biomass, biomass_root_fine, soil",4,6,0,0,6,0,-42,NA,""
"Markewitz_2004_nlar",6,2,"biomass_ag_understory, biomass_ag",1,6,0,6,6,3,-42,NA,""
"Malhi_1999_tcbo",35,10,"biomass_ag_foliage, biomass_ag_woody, biomass_root_coarse, biomass_ag, biomass, biomass_root, biomass_root_fine, BNPP_root, BNPP_root_fine, BNPP_root.turnover_fine",6,10,0,0,12,9,-44,NA,""
"Proctor_2013_ntfg",16,4,"biomass_ag, deadwood_standing, ANPP_litterfall_1, ANPP_woody_branch",4,8,0,0,16,4,-44,NA,""
"Saleska_2003_ciaf",10,7,"biomass_ag, deadwood, biomass_root, biomass, ANPP_woody_stem, woody.mortality_ag, delta.agb",2,7,0,0,10,6,-44,NA,""
"Deng_2012_eopi",6,2,"biomass_ag, soil",1,6,0,0,6,3,-45,NA,""
"Falk_2005_isra",5,1,"biomass",1,5,0,0,0,0,-45,NA,""
"Garten_2006_mfsc",5,1,"soil",2,5,0,0,0,0,-45,NA,""
"Gough_2008_mcob",5,1,"BNPP_root.turnover_fine",1,5,0,0,0,0,-45,NA,""
"Guidi_2014_ciso",6,2,"biomass_root, biomass_ag",1,6,0,6,0,6,-45,NA,""
"Tang_2006_dosr",6,2,"biomass_ag, biomass_root_fine",1,6,0,0,6,3,-45,NA,""
"Sommer_2000_csar",7,1,"biomass_root",1,7,0,7,7,7,-45.5,NA,""
"Oliveras_2014_agaa",10,5,"BNPP_root, biomass_ag, soil, biomass, biomass_root",3,7,0,0,10,4,-46,NA,""
"Chambers_2000_dacc",6,3,"deadwood, woody.mortality_ag, ANPP_woody_stem",5,6,0,0,6,1,-47,NA,""
"Liang_2013_rosr",6,1,"biomass_root_fine",1,6,0,0,6,0,-48,NA,""
"Reiners_1992_tyoe",6,1,"biomass_ag",1,6,0,0,0,6,-48,NA,""
"Takyu_2003_cibp",6,1,"ANPP_woody_stem",6,6,0,0,6,0,-48,NA,NA
"Valverde-Barrantes_2007_ralf",6,1,"biomass_root_fine",1,6,0,0,6,0,-48,NA,""
"Zhang_2006_sdos",6,2,"R_het_litter, biomass",1,6,0,0,6,0,-48,NA,""
"Bongers_1985_pson",7,3,"biomass_ag, biomass_root, total.ecosystem_2",1,7,0,0,7,6,-50,NA,""
"CarboEurope-IP_2006_cd",28,7,"biomass_ag_foliage, biomass_ag_woody, biomass_ag, biomass_root_coarse, biomass_root_fine, biomass, biomass_root",7,10,0,0,10,10,-52,NA,""
"Denslow_2000_viss",8,1,"biomass_ag",1,8,0,8,8,8,-52,NA,""
"Fahey_2005_tboc",6,6,"BNPP_root, BNPP_root_fine, BNPP_root.turnover_fine, biomass, biomass_ag, biomass_root",1,6,0,0,0,2,-52,NA,""
"Keith_1997_eosp",6,3,"biomass_ag, biomass_root_coarse, biomass_root_fine",1,6,0,0,0,2,-52,NA,""
"Nascimento_2002_tabi",7,4,"biomass_ag, deadwood_down, deadwood_standing, deadwood",1,7,0,0,7,4,-52,NA,""
"Marin-Spiotta_2007_lpit",8,1,"biomass_ag",2,8,0,7,8,8,-52.5,NA,""
"Gehring_2005_rosf",33,1,"biomass_ag",3,16,0,16,33,33,-53,NA,""
"Fenn_2010_cdot",6,4,"ANPP_woody, BNPP_root_coarse, BNPP_root_fine, BNPP_root",1,6,0,0,0,0,-54,NA,""
"Harmon_2004_prao",6,6,"ANPP_woody_stem, ANPP_woody_branch, ANPP_woody, BNPP_root_coarse, BNPP_root_fine, BNPP_root",1,6,0,0,0,0,-54,NA,""
"Irvine_2008_ivis",6,1,"biomass_root_fine",1,6,0,0,0,0,-54,NA,""
"Maass_2001_ntfc",7,7,"ANPP_woody, BNPP_root_coarse, BNPP_root_fine, BNPP_root, biomass_ag, biomass, biomass_root",1,7,0,0,7,2,-54,NA,""
"Baker_2007_lsoc",12,2,"woody.mortality_ag, deadwood",9,8,0,0,12,1,-55,NA,""
"DeAngelis_1981_pofe",695,13,"BNPP_root, biomass_ag, biomass, biomass_root, biomass_ag_woody, biomass_ag_foliage, deadwood_standing, soil, biomass_root_coarse, biomass_root_fine, ANPP_litterfall_2, ANPP_woody_branch, ANPP_woody_stem",108,114,0,0,157,233,-55,NA,""
"Kira_1998_ntfk",7,7,"ANPP_woody, BNPP_root_coarse, BNPP_root_fine, BNPP_root, biomass_ag_foliage, biomass_ag_woody, biomass_ag",1,7,0,0,7,1,-55,NA,""
"Malhi_2017_tvop",22,3,"BNPP_root_coarse, ANPP_woody_branch, BNPP_root_fine",9,10,0,0,22,0,-56,NA,NA
"Liu_2002_bana",8,3,"biomass_ag_woody, biomass_ag_foliage, biomass_ag",1,8,0,0,8,4,-60,NA,""
"Pereira_2003_fcbi",8,4,"biomass_ag_foliage, biomass_ag, biomass, biomass_root",1,8,0,0,8,4,-60,NA,""
"Rice_2004_cbav",8,6,"biomass_ag, total.ecosystem_2, deadwood, deadwood_standing, deadwood_down, woody.mortality_ag",2,8,0,0,8,4,-60,NA,""
"Isagi_1994_csac",7,7,"BNPP_root, BNPP_root.turnover_fine, biomass_ag, biomass_root, biomass_root_coarse, biomass_root_fine, soil",1,7,0,0,0,2,-61,NA,""
"Scatena_1993_banc",8,8,"biomass_ag, biomass_ag_foliage, biomass_ag_woody, biomass_root, biomass_root_fine, biomass_root_coarse, biomass_ag_understory, delta.agb",1,8,0,0,8,3,-61,NA,""
"Buschbacher_1988_apie",9,3,"biomass_root, biomass_ag, deadwood_down",1,9,0,9,9,6,-61.5,NA,""
"Chen_1993_soba",8,4,"biomass_ag, biomass_ag_woody, biomass_ag_foliage, biomass_root_coarse",1,8,0,0,8,2,-62,NA,""
"Clark_2013_ntfl",8,4,"biomass_root_fine, biomass_root, BNPP_root_fine, biomass_ag_woody",1,8,0,0,8,1,-63,NA,""
"Turner_1981_ncia",8,1,"biomass_ag",2,8,0,2,0,8,-63,NA,""
"Hibbard_2005_aaos",25,2,"biomass_root_fine, soil",16,9,0,0,1,0,-64,NA,""
"Kitayama_2002_esap",8,1,"ANPP_woody_stem",8,8,0,0,8,0,-64,NA,NA
"Luan_2011_rahr",8,2,"biomass_root_fine, soil",1,8,0,0,8,0,-64,NA,""
"Gehring_1999_rosv",9,3,"biomass_ag, biomass_ag_foliage, deadwood",1,9,0,0,9,6,-66,NA,""
"Webb_1999_daso",9,3,"biomass_ag, biomass_root, biomass",3,9,0,0,9,6,-66,NA,""
"Hoshizaki_2004_tasv",9,3,"biomass_ag, biomass_ag_woody, biomass_ag_foliage",1,9,0,0,9,3,-69,NA,""
"da Costa_2014_eran",9,6,"ANPP_woody_branch, ANPP_woody_stem, BNPP_root_coarse, BNPP_root_fine, biomass_ag, BNPP_root",2,9,0,0,9,1,-71,NA,""
"Doughty_2014_tpaa",9,6,"ANPP_woody_branch, ANPP_woody_stem, BNPP_root_coarse, BNPP_root_fine, biomass_ag, BNPP_root",2,9,0,0,9,1,-71,NA,""
"Jiang_2013_rosr",9,1,"biomass_root_fine",1,9,0,0,9,0,-72,NA,""
"Medina_1989_pona",9,5,"ANPP_litterfall_1, ANPP_litterfall_2, ANPP_woody, ANPP_woody_branch, BNPP_root_fine",2,9,0,0,9,0,-72,NA,NA
"Zerva_2005_scdi",8,2,"biomass_root_coarse, biomass_root_fine",1,8,0,0,0,0,-72,NA,""
"Ohtsuka_2010_ccan",9,6,"biomass, biomass_ag, biomass_root, biomass_root_fine, soil, biomass_ag_woody",2,9,0,4,0,4,-75,NA,""
"Wen_1997_bsot",10,5,"biomass, biomass_ag, biomass_ag_woody, biomass_ag_foliage, biomass_root",1,10,0,0,10,4,-76,NA,""
"Davidson_2004_napl",11,4,"biomass_ag, deadwood, biomass_ag_foliage, biomass_ag_understory",1,11,0,6,11,7,-78,NA,""
"Lucas_1998_adcf",14,1,"biomass_ag",7,12,0,0,14,14,-78,NA,""
"Martin_2005_asri",24,2,"ANPP_woody_stem, biomass_root",13,12,0,12,0,12,-78,NA,""
"Martin_2007_ccia",9,3,"biomass_ag, biomass_root_coarse, biomass_root_fine",1,9,0,0,0,3,-78,NA,""
"Giardina_2003_ppac",10,3,"ANPP_woody, BNPP_root, biomass_root_coarse",2,10,0,0,10,0,-80,NA,""
"Golley_2013_ntfd",10,6,"biomass_ag_foliage, biomass_ag_woody, biomass_ag_understory, biomass, ANPP_litterfall_1, ANPP_litterfall_2",2,10,0,0,10,0,-80,NA,""
"McGroddy_2000_vibc",10,1,"biomass_root_fine",1,10,0,0,10,0,-80,NA,""
"Ohtsuka_2005_bbeo",9,9,"ANPP_woody_stem, ANPP_woody_branch, ANPP_woody, BNPP_root_coarse, biomass_ag_foliage, biomass_ag_woody, biomass_root_coarse, biomass_ag, BNPP_root_fine",1,9,0,0,0,1,-80,NA,""
"Irvine_2002_csri",9,3,"BNPP_root, BNPP_root_fine, BNPP_root.turnover_fine",1,9,0,0,0,0,-81,NA,NA
"Vogel_2005_sarr",9,3,"ANPP_woody_stem, ANPP_litterfall_1, biomass",3,9,0,0,0,0,-81,NA,""
"Runyon_1994_elon",32,5,"ANPP_woody, BNPP_root, biomass_ag_foliage, biomass_ag_woody, biomass_ag",7,12,0,0,0,6,-82,NA,""
"Toma_2005_lmop",13,1,"biomass_ag",1,13,0,13,13,13,-84.5,NA,""
"Moser_2011_eeot",43,9,"ANPP_woody_branch, ANPP_woody_stem, ANPP_woody, BNPP_root_coarse, BNPP_root_fine, BNPP_root, biomass_root, biomass_ag, biomass_ag_foliage",5,18,0,0,43,9,-85,NA,""
"Zhang_1996_baeo",11,8,"biomass_ag_woody, biomass_ag, biomass_ag_foliage, biomass_root_coarse, biomass_root_fine, biomass_root, BNPP_root, ANPP_woody_stem",1,11,0,0,11,3,-85,NA,""
"Fukushima_2008_sfsa",13,1,"biomass_ag",2,13,0,6,13,13,-88,NA,""
"Cusack_2011_eona",12,3,"biomass_ag, biomass_root_fine, soil",2,12,0,0,12,4,-92,NA,""
"Lucas_2002_froa",16,1,"biomass_ag",7,14,0,0,16,16,-92,NA,""
"Nakane_1984_cosc",12,6,"R_het_litter, biomass, biomass_ag, biomass_root, biomass_root_coarse, biomass_root_fine",1,12,0,0,12,4,-92,NA,""
"Priess_1994_cdas",12,4,"BNPP_root, BNPP_root_fine, biomass_ag, biomass_root_fine",1,12,0,0,12,3,-93,NA,""
"Keller_2004_cwdi",42,2,"deadwood_down, woody.mortality_ag",2,18,0,0,42,0,-96,NA,""
"MOU_1993_eosd",12,2,"biomass_ag, biomass_ag_understory",1,12,0,12,0,6,-96,NA,""
"REINERS_1992_yoer",12,2,"biomass_ag_understory, biomass_ag",1,12,0,12,0,6,-96,NA,""
"Steele_1997_rmnp",18,3,"biomass_root_coarse, biomass_root_fine, biomass_root",6,12,0,0,0,6,-96,NA,""
"Vose_2006_baaf",18,6,"R_het_litter, biomass, biomass_ag, biomass_root, biomass_root_coarse, biomass_root_fine",2,12,0,0,0,6,-96,NA,""
"Chao_2009_atdq",22,2,"deadwood, woody.mortality_ag",14,15,0,0,22,9,-97,NA,""
"Law_2001_satv",11,11,"ANPP_woody, BNPP_root_coarse, BNPP_root_fine, BNPP_root, biomass_ag_foliage, biomass_ag_woody, biomass_root_coarse, biomass_root_fine, biomass_ag, biomass, biomass_root",1,11,0,0,0,2,-97,NA,""
"Martinez-Yrizar_1996_nppo",13,5,"biomass_ag, NPP_woody, BNPP_root_fine, BNPP_root_coarse, BNPP_root",3,13,0,0,13,3,-101,NA,""
"Jordan_1999_ntfs",13,11,"ANPP_woody_stem, ANPP_woody_branch, ANPP_woody, BNPP_root_coarse, BNPP_root_fine, BNPP_root, biomass_ag_foliage, biomass_ag_woody, biomass_ag, biomass, biomass_root",1,13,0,0,13,2,-102,NA,""
"Saiz_2006_saeo",12,3,"biomass_root, biomass_root_coarse, biomass_root_fine",4,12,0,0,0,4,-104,NA,""
"Mascaro_2012_soac",15,1,"biomass_ag",1,15,0,0,15,15,-105,NA,""
"Ruess_2003_cfrd",12,4,"ANPP_woody_stem, BNPP_root_fine, biomass_ag, biomass_root_fine",3,12,0,0,0,3,-105,NA,""
